1370;Storm Djinn's Haste;Storm Djinn's Haste;For 10..25 seconds, you move 25% faster. Each second that you are moving, you lose 1 Energy.;3;8;23;6;0;5;.25;10;0;0;0;0;0;0;0;
211;Ice Spikes;Ice Spikes;Target and adjacent foes are struck for 20..80 cold damage and move 66% slower for 2..6 seconds.;0;11;24;6;0;15;1.5;10;0;0;0;0;0;0;0;
216;Iron Mist;Iron Mist;For 8..15 seconds, you have +15 armor. Your Air Magic spells that target a foe activate and recharge 25% faster, but you are Overcast by 3 points.;1;9;23;6;0;10;1;20;0;0;0;0;0;0;0;
939;Icy Shackles;Icy Shackles;For 1..10 second[s], target foe's movement speed is reduced by 66%. While under the effects of an enchantment, that foe's movement is reduced by 90%.;3;11;24;6;0;10;1;12;0;0;1;0;0;0;0;
210;Ice Prison;Ice Prison; For 8..20 seconds, target foe's legs are encased in ice, causing the foe to move 66% slower.;1;11;24;6;0;10;2;30;0;0;0;0;0;0;0;
903;Icy Prism;Icy Prism;Target foe is struck for 15..75 cold damage. If that foe has a Water Magic hex, Icy Prism deals +15..75 cold damage to all other nearby foes.;2;11;22;6;0;10;1;5;0;0;0;0;5;0;0;
214;Ice Spear;Ice Spear;Send out an Ice Spear, striking target foe for 10..60 cold damage if it hits. If you are Overcast, you gain +1..4 Health regeneration for 5 seconds.;0;11;23;6;0;5;1;0;0;0;0;0;0;0;0;
1098;Mirror of Ice;Mirror of Ice;Shatter a Mirror of Ice. All foes near you and target ally take 15..70 cold damage and move 66% slower for 2..6 seconds. If you strike a foe hexed with Water Magic, Mirror of Ice recharges 50% faster.;2;11;24;6;0;10;.75;15;0;0;1;0;0;0;0;
1663;Elemental Flame;Elemental Flame; For 10..35 seconds, whenever you apply an Elemental hex to a foe, that foe is set on fire for 1..5 second[s].;3;10;23;6;0;10;1;30;0;0;0;0;0;0;0;
164;Elemental Attunement;Elemental Attunement;For 25..60 seconds, you are attuned to Air, Fire, Water, and Earth and gain +1..2 to these attributes. You gain 50% of the base Energy cost of the skill each time you use magic associated with any of these elements.;0;12;23;6;0;10;1;20;0;0;1;0;0;0;0;
2193;Energy Blast;Energy Blast;Target foe takes 1..2 damage for each point of Energy you have (maximum 130 damage).;4;12;22;6;0;10;1.5;20;0;0;0;0;0;0;0;
837;Energy Boon;Energy Boon;For 36..60 seconds, Energy Boon raises the maximum Health of you and target ally by 1..3 for each point of your respective maximum Energy.  When this enchantment is first applied, you and your target gain 1..12 Energy.  You gain an additional 1 Energy for every 2 points you have in Energy Storage.;2;12;23;6;0;10;1;20;0;0;1;0;0;0;0;
170;Earthquake;Earthquake;You invoke an Earthquake at target foe's location. All foes near this location are knocked down and are struck for 26..100 earth damage.;1;9;22;6;0;25;3;15;0;0;0;0;10;0;0;
169;Earth Attunement;Earth Attunement;For 36..60 seconds, you are attuned to Earth. You gain 1 Energy plus 30% of the base Energy cost of the skill each time you use Earth Magic.;0;9;23;6;0;10;1;30;0;0;0;0;0;0;0;
165;Armor of Earth;Armor of Earth;For 30 seconds, you gain 24..60 armor, but move 50..14% slower.;0;9;23;6;0;10;.75;15;0;0;0;0;0;0;0;
167;Eruption;Eruption;Cause an Eruption at target foe's location. Each second for 5 seconds, foes near this location are struck for 10..40 earth damage and are Blinded for 10 seconds.;1;9;22;6;0;25;2;30;0;0;0;0;0;0;0;
1094;Breath of Fire;Breath of Fire;Create Breath of Fire at target foe's current location.  For 5 seconds, foes adjacent to that location are struck for 10..40 fire damage each second.;2;10;22;6;0;5;2;10;0;0;0;0;10;0;0;
186;Fireball;Fireball;Send out a ball of fire that strikes target foe and all adjacent foes for 7..112 fire damage.;0;10;22;6;0;10;1.5;7;0;0;0;0;0;0;0;
184;Fire Attunement;Fire Attunement;For 36..60 seconds, you are attuned to Fire. You gain 1 Energy plus 30% of the base Energy cost of the skill each time you use Fire Magic.;0;10;23;6;0;10;1;30;0;0;0;0;0;0;0;
194;Flare;Flare;Send out a flare  that strikes target foe for 20..65 fire damage if it hits. If you are Overcast, Flare hits adjacent foes as well.;0;10;22;6;0;5;1;0;0;0;0;0;0;0;0;
191;Immolate;Immolate;Target foe is struck for 20..75 fire damage and is set on fire for 1..3 second[s].;0;10;22;6;0;10;1;5;0;0;0;0;0;0;0;
197;Fire Storm;Fire Storm;Create a Fire Storm at target foe's location. For 10 seconds, foes adjacent to that location are struck for 5..35 fire damage each second.;0;10;22;6;0;10;2;20;0;0;0;0;0;0;0;
182;Conjure Flame;Conjure Flame;For 60 seconds, if you're wielding a fire weapon, your attacks strike for an additional 5..20 fire damage.;0;10;23;6;0;10;1;45;0;0;0;0;0;0;0;
188;Flame Burst;Flame Burst;All nearby foes are struck for 15..120 fire damage.;1;10;22;6;0;15;.75;5;0;0;0;0;0;0;0;
845;Liquid Flame;Liquid Flame;Target foe is struck for 7..112 fire damage. If that foe is attacking or casting a spell, nearby foes are also struck for 7..112 fire damage.;3;10;22;6;0;10;1;15;0;0;0;0;0;0;0;
207;Conjure Frost;Conjure Frost;For 60 seconds, if you're wielding a cold weapon, your attacks strike for an additional 5..20 cold damage.;0;11;23;6;0;10;1;45;0;0;0;0;0;0;0;
212;Frozen Burst;Frozen Burst; All nearby foes are struck for 10..85 cold damage and move 66% slower for 3..8 seconds.;1;11;24;6;0;15;.75;8;0;0;0;0;0;0;0;
206;Armor of Frost;Armor of Frost; For 10..34 seconds, you gain +40 armor against physical damage and have +1 Water Magic.;1;11;23;6;0;5;1;20;0;0;0;0;0;0;0;
1382;Freezing Gust;Freezing Gust;If target foe is under the effect of a Water Magic hex, that foe is struck for 20..80 cold damage. Otherwise, that foe moves 66% slower for 1..5 second[s].;3;11;24;6;0;10;1;8;0;0;0;0;0;0;0;
209;Mind Freeze;Mind Freeze;Target foe takes 10..60 cold damage. If you have more Energy than target foe, that foe suffers an additional 10..60 cold damage and moves 90% slower for 1..5 second[s].;0;11;24;6;0;5;1;5;0;0;1;0;5;0;0;
1662;Mind Blast;Mind Blast;Target foe is struck for 15..60 fire damage. If you have more Energy than target foe, you gain 1..8 Energy.;3;10;22;6;0;5;1;2;0;0;1;0;0;0;0;
185;Mind Burn;Mind Burn;Target foe and all adjacent foes take 15..60 fire damage.  If you have more Energy than target foe, that foe and all adjacent foes take an additional 15..60 fire damage and are set on fire for 1..10 second[s].;0;10;22;6;0;5;1;5;0;0;1;0;5;0;0;
226;Mind Shock;Mind Shock;Target foe suffers 10..50 lightning damage. If you have more Energy than target foe, that foe suffers 10..50 more lightning damage and is knocked down. This spell has 25% armor penetration.;1;8;22;6;0;5;1;8;0;0;1;0;5;0;0;
2060;Glyph of Immolation;Glyph of Immolation;For 15 seconds, your next 1..4 spell[s] that target[s] a foe also cause[s] Burning for 1..4 second[s].;4;10;16;6;0;5;1;10;0;0;0;0;0;0;0;
198;Glyph of Elemental Power;Glyph of Elemental Power;For 25 seconds, your elemental attributes are boosted by 2 for your next 10 spells.;0;-1;16;6;0;5;1;5;0;0;0;0;0;0;0;
199;Glyph of Energy;Glyph of Energy;Your next 1..3 spell[s] [does/do] not cause Overcast and cost[s]  10..25 less Energy to cast. Your elemental attributes are increased by 1..2.;1;12;16;6;0;5;1;25;0;0;1;0;0;0;0;
203;Glyph of Renewal;Glyph of Renewal;For 15 seconds, your next spell instantly recharges.;1;-1;16;6;0;5;1;10;0;0;1;0;0;0;0;
1096;Glyph of Essence;Glyph of Essence; For 15 seconds, your next spell casts instantly but causes you to lose all Energy.;2;-1;16;6;0;5;1;20;0;0;0;0;0;0;0;
201;Glyph of Concentration;Glyph of Concentration; For 15 seconds, your next 1 spell cannot be interrupted and ignores the effects of being Dazed.;1;-1;16;6;0;5;1;10;0;0;0;0;0;0;0;
202;Glyph of Sacrifice;Glyph of Sacrifice;For 15 seconds, your next spell casts instantly, but it takes an additional 30 seconds to recharge. Ends prematurely if you use a non-spell skill.;1;-1;16;6;0;5;1;15;0;0;0;0;0;0;0;
2002;Glyph of Swiftness;Glyph of Swiftness;For 15 seconds, your next 1..5 spell[s] recharge 25% faster and projectiles from the affected spells move 200% faster.;4;8;16;6;0;5;1;10;0;0;0;0;0;0;0;
1376;Glyph of Restoration;Glyph of Restoration;For 15 seconds, your next  2 spells heal you for 30..105 Health, and you are healed for 150..400% of the Energy cost of each spell.;3;12;16;6;0;5;1;8;0;0;0;0;0;0;0;
200;Glyph of Lesser Energy;Glyph of Lesser Energy;For the next 15 seconds, your next 2 spells cost 10..18 less Energy to cast.;0;12;16;6;0;5;1;30;0;0;0;0;0;0;0;
1090;Smoldering Embers;Smoldering Embers;Target foe is struck for 10..70 fire damage. If you are Overcast, that foe is hexed with Smoldering Embers for 3 seconds and takes 5..25 additional fire damage each second.;2;10;24;6;0;10;1.5;7;0;0;0;0;0;0;0;
1379;Glowing Gaze;Glowing Gaze;Target foe takes 5..50 fire damage. If that foe is on Fire, you gain 5 Energy plus 1 Energy for every 2 ranks of Energy Storage.;3;10;22;6;0;5;1;8;0;0;0;0;0;0;0;
1380;Savannah Heat;Savannah Heat;You create Savannah Heat at target foe's location. For 5 seconds, all nearby foes take 5..20 fire damage for each second this spell has been in effect.;3;10;22;6;0;5;2;25;0;0;1;0;0;0;0;
183;Inferno;Inferno; All adjacent foes are struck for 30..135 fire damage.;0;10;22;6;0;10;.75;10;0;0;0;0;0;0;0;
2000;Earthen Shackles;Earthen Shackles;For 3 seconds, target and all nearby foes move 90% slower. When Earthen Shackles ends, it applies Weakness for 5..20 seconds.;4;9;24;6;0;10;1;15;0;0;0;0;0;0;0;
1261;Frigid Armor;Frigid Armor;For 10..25 seconds, you have +10..40 armor against physical damage and cannot be set on fire.;3;11;23;6;0;5;1;20;0;0;0;0;0;0;0;
223;Chain Lightning;Chain Lightning;Target foe and up to two other foes near your target are struck for 10..85 lightning damage. This spell has 25% armor penetration.;1;8;22;6;0;10;2;6;0;0;0;0;5;0;0;
166;Kinetic Armor;Kinetic Armor;For 8 seconds, you gain +20..80 armor. Whenever you cast a spell, Kinetic Armor is renewed for 8 seconds.;1;9;23;6;0;15;3;60;0;0;0;0;0;0;0;
825;Bed of Coals;Bed of Coals;Create a Bed of Coals at target foe's location. For 5 seconds, foes adjacent to target foe are struck for 5..29 fire damage each second. Any foe knocked down on the Bed of Coals is set on fire for 3..7 seconds.;2;10;22;6;0;10;1;15;0;0;0;0;0;0;0;
2001;Ward of Weakness;Ward of Weakness;You create a Ward of Weakness at your current location. For 5..20 seconds, foes in this area become Weakened for 5..20 seconds whenever they take elemental damage.;4;9;26;6;0;10;1;20;0;0;0;0;0;0;0;
938;Ward of Stability;Ward of Stability;Create a Ward of Stability at your current location. For 10..25 seconds, non-spirit allies cannot be knocked down.;2;9;26;6;0;10;1;30;0;0;0;0;0;0;0;
2059;Shell Shock;Shell Shock;Target foe is struck for 10..30 lightning damage and has Cracked Armor for 5..20 seconds. This spell has 25% armor penetration. If you are Overcast, this spell strikes adjacent foes.;4;8;22;6;0;5;1;8;0;0;0;0;0;0;0;
217;Crystal Wave;Crystal Wave;Foes adjacent to you are struck for 10..70 damage but are cured of any negative conditions. Each condition removed deals 5..15 damage.;1;9;22;6;0;15;.75;15;0;0;0;0;0;0;0;
229;Lightning Orb;Lightning Orb;Send out a Lightning Orb that strikes target foe for 10..100 lightning damage. This spell has 25% armor penetration.;0;8;22;6;0;15;2;5;0;0;0;0;0;0;0;
1368;Chilling Winds;Chilling Winds;Target foe and all adjacent foes are struck for 30..60 cold damage. For 10 seconds, the next Water Magic hex targeting a hexed foe lasts 25..100% longer.;3;8;24;6;0;5;1;8;0;0;0;0;0;0;0;
195;Lava Font;Lava Font;For 5 seconds, foes adjacent to the location where this spell was cast are struck for 5..50 fire damage each second. If you are Overcast, this spell strikes nearby foes instead of adjacent ones.;1;10;22;6;0;10;1.5;4;0;0;0;0;0;0;0;
824;Lava Arrows;Lava Arrows;Lava Arrows fly toward up to 3 foes near your target and strike for 20..65 fire damage if they hit.;2;10;22;6;0;5;1;2;0;0;0;0;0;0;0;
2192;Glowing Ice;Glowing Ice;Target foe is struck for 5..50 cold damage. If that foe is under the effects of a Water Magic hex, you gain 5 Energy plus 1 Energy for every 2 ranks of Energy Storage.;4;11;22;6;0;5;1;8;0;0;0;0;0;0;0;
1661;Glowstone;Glowstone;Send a projectile that strikes for 5..50 earth damage if it hits. If this spell hits a weakened  foe, you gain 5 Energy plus 1 Energy for every 2 ranks of Energy Storage.;3;9;22;6;0;5;.75;7;0;0;0;0;0;0;0;
225;Air Attunement;Air Attunement;For 36..60 seconds, you are attuned to Air. You gain 1 Energy plus 30% of the base Energy cost of the skill whenever you use Air Magic.;0;8;23;6;0;10;1;30;0;0;0;0;0;0;0;
168;Magnetic Aura;Magnetic Aura;For 1..5 second[s], you block the next attack against you and deal 10..50 damage to your attacker. If you are Overcast, all party members in earshot are also enchanted.;1;9;23;6;0;10;1;12;0;0;0;0;0;0;0;
2190;Magnetic Surge;Magnetic Surge;Target foe takes 15..75 damage. If you are Overcast, Magnetic Surge enchants all allies in earshot for 1..5 second[s] to block the next attack against them.;4;9;23;6;0;10;1.5;15;0;0;0;0;0;0;0;
1378;Master of Magic;Master of Magic;For 1..61 second[s], all of your elemental attributes are set to 8..14 and your elemental spells return 30% of their Energy cost.;3;12;23;6;0;5;1;10;0;0;1;0;0;0;0;
187;Meteor;Meteor;Target foe and all adjacent foes are struck for 7..112 fire damage and knocked down.;0;10;22;6;0;5;2;30;0;0;0;0;10;0;0;
192;Meteor Shower;Meteor Shower;Create a Meteor Shower at target foe's location. For 9 seconds, foes adjacent to that location are struck for 7..112 fire damage and knocked down every 3 seconds.;1;10;22;6;0;25;5;60;0;0;0;0;10;0;0;
174;Aftershock;Aftershock;Nearby foes are struck for 26..100 earth damage. Knocked down foes are struck for 10..68 additional earth damage.;0;9;22;6;0;10;.75;10;0;0;0;0;0;0;0;
236;Mist Form;Mist Form;For 10..45 seconds, you take 33% less damage from foes under the effects of Water Magic hexes.  Whenever you cast an elemental spell, all non-spirit allies in earshot are healed for 50..250% of the Energy cost of the spell.;1;11;23;6;0;5;1;20;0;0;1;0;0;0;0;
238;Armor of Mist;Armor of Mist;For 8..20 seconds, you gain +10..40 armor and move 33% faster.;1;11;23;6;0;10;1;30;0;0;0;0;0;0;0;
219;Obsidian Flame;Obsidian Flame;Deal 22..112 damage to target foe. This spell ignores armor.;0;9;22;6;0;5;1.5;5;0;0;0;0;5;0;0;
218;Obsidian Flesh;Obsidian Flesh;For 8..20 seconds, you gain +20 armor and cannot be the target of enemy spells, but cannot attack and have -2 energy degeneration.;0;9;23;6;0;25;1;30;0;0;1;0;0;0;0;
162;Gale;Gale;Knock down target foe for 2 seconds. (50% failure chance with Air Magic 4 or less.);0;8;22;6;0;10;1;5;0;0;0;0;10;0;0;
193;Phoenix;Phoenix;A fiery Phoenix rises at your location and flies out to your target, exploding on impact. This explosion strikes your target and nearby foes for 10..60 fire damage. If you are Overcast, allies in the blast radius are healed for 20..80 Health.;1;10;22;6;0;10;1.5;7;0;0;0;0;0;0;0;
204;Rust;Rust;Deals 10..70 cold damage to target and adjacent foes. For 5..20 seconds, target foe and all adjacent foes take twice as long to activate signets. If you are Overcast, foes struck with Rust have their signets interrupted and disabled for 1..10 second[s].;0;11;24;6;0;10;1;8;0;0;0;0;0;0;0;
2191;Slippery Ground;Slippery Ground;If target or adjacent foes are Blind or moving, these foes are knocked down. There is a 50% chance of failure with Water Magic less than 5.;4;11;22;6;0;5;1;10;0;0;0;0;0;0;0;
1372;Sandstorm;Sandstorm;Create a Sandstorm at target foe's location. For 10 seconds, nearby foes are struck for 10..30 earth damage each second and attacking foes are struck for an additional 10..30 earth damage each second.;3;9;22;6;0;15;2;25;0;0;1;0;0;0;0;
213;Shard Storm;Shard Storm; Send out an ice shard that strikes target foe for 10..85 cold damage if it hits and causing target foe to move 66% slower for 2..6 seconds.;1;11;24;6;0;10;1;10;0;0;0;0;0;0;0;
227;Glimmering Mark;Glimmering Mark;For 10 seconds, target foe and all foes adjacent to your target take 5..25 damage each second. Foes using attack skills are Blinded for 3 seconds. This hex ends if you use a skill that targets this foe.;1;8;24;6;0;10;1;15;0;0;1;0;0;0;0;
231;Shock;Shock;Target touched foe is knocked down and struck for 10..60 lightning damage. This skill has 25% armor penetration.;1;8;1;6;0;5;.75;10;0;0;0;0;10;0;0;
1082;Shock Arrow;Shock Arrow;Send out a shocking arrow that flies swiftly toward target foe, striking for 5..50 lightning damage. If Shock Arrow strikes a foe suffering from Cracked Armor, you gain 5 Energy plus 1 Energy for every 2 ranks of Energy Storage. Shock Arrow has 25% armor penetration.;2;8;22;6;0;5;1;8;0;0;0;0;0;0;0;
1083;Unsteady Ground;Unsteady Ground;You create Unsteady Ground at target foe's location. For 5 seconds, nearby foes take 10..40 earth damage each second. Attacking foes struck by Unsteady Ground are knocked down.;2;9;22;6;0;10;2;15;0;0;1;0;0;0;0;
224;Enervating Charge;Enervating Charge;Target foe is struck for 25..50 lightning damage and suffers from Weakness for 5..20 seconds. This spell has 25% armor penetration.;0;8;22;6;0;10;1;8;0;0;0;0;0;0;0;
196;Searing Heat;Searing Heat;Cause Searing Heat at target foe's location. For 5 seconds, foes near this location are struck for 10..40 fire damage each second. When Searing Heat ends, foes in the area of effect are set on fire for 3 seconds.;1;10;22;6;0;15;2;25;0;0;0;0;0;0;0;
1084;Sliver Armor;Sliver Armor;For 5..11 seconds, you have 25..50% chance to block attacks and whenever you are the target of a hostile spell or attack one nearby foe is struck for 5..35 earth damage.;2;9;23;6;0;10;1;30;0;0;0;0;0;0;0;
172;Stone Daggers;Stone Daggers;Send out two Stone Daggers. Each Stone Dagger strikes target foe for 8..33 earth damage if it hits. If you are Overcast, each projectile inflicts Bleeding for 1..5 second[s].;0;9;22;6;0;5;1;0;0;0;0;0;0;0;0;
1375;Stoneflesh Aura;Stoneflesh Aura;For 5..15 seconds, damage you receive is reduced by 1..31, and you are immune to critical attacks.;3;9;23;6;0;10;2;15;0;0;0;0;0;0;0;
171;Stoning;Stoning;Send out a large stone, striking target foe for 45..105 earth damage if it hits. If Stoning hits a foe suffering from Weakness, that foe is knocked down.;0;9;22;6;0;15;1;5;0;0;0;0;0;0;0;
1373;Stone Sheath;Stone Sheath;For 5..20 seconds, you and target ally have +1..30 armor and are immune to critical hits. When you cast this spell, all foes near you and your target take 15..70 earth damage and are Weakened for 5..20 seconds.;3;9;23;6;0;10;1;15;0;0;1;0;0;0;0;
1371;Stone Striker;Stone Striker; For 5..30 seconds, whenever you take or deal elemental or physical damage, that damage is converted to earth damage.;3;9;23;6;0;5;.25;20;0;0;0;0;0;0;0;
1095;Star Burst;Star Burst;Target touched foe and all foes in the area are struck for 7..112 fire damage and set on fire for 1..4 second[s]. For each foe you hit, gain 2 Energy.;2;10;22;6;0;5;.75;7;0;0;1;0;0;0;0;
937;Shockwave;Shockwave;All foes in the area take 15..60 earth damage and are Weakened for 1..10 second[s].  Nearby foes also take +15..60 earth damage and have Cracked Armor for 1..10 second[s].  Adjacent foes suffer the previous effects, take +15..60 earth damage, and are Blinded for 1..10 second[s].;2;9;22;6;0;10;1;15;0;0;1;0;0;0;0;
215;Maelstrom;Maelstrom;Create a Maelstrom at target foe's location. For 10 seconds, foes adjacent to that area are struck for 10..25 cold damage each second. Maelstrom interrupts spell-casting when it hits.;0;11;22;6;0;25;2;30;0;0;0;0;10;0;0;
1097;Teinai's Prison;Teinai's Prison; For 1..6 second[s], target foe's legs are encased in ice, causing the foe to move 66% slower. If that foe has Cracked Armor, the chill seeps through causing 5..9 Health degeneration.;2;11;24;6;0;10;1;15;0;0;0;0;0;0;0;
1093;Teinai's Heat;Teinai's Heat;Place a ward of Teinai's Heat at your location for 10..15 seconds. Foes within the ward suffer 2..5 health  degeneration. Weakened foes attack 33% slower. This skill is disabled for 20 seconds.;2;10;26;6;0;15;1;20;0;0;0;0;0;0;0;
1099;Teinai's Crystals;Teinai's Crystals;Target foe takes 20..40 damage. If target foe has a Water Magic hex, this spell strikes target and nearby foes for an additional 20..40 damage, and nearby foes also suffer Cracked Armor for 5..15 seconds.;2;9;22;6;0;5;1;8;0;0;0;0;0;0;0;
1081;Teinai's Wind;Teinai's Wind;Target foe and all adjacent foes take 10..40 cold damage. Burning foes struck by Teinai's Wind take an additional 40..80 damage and are interrupted.;2;8;22;6;0;5;.75;8;0;0;0;0;0;0;0;
234;Deep Freeze;Deep Freeze;You cause a Deep Freeze at target foe's location. All foes in this area are struck for 10..85 cold damage, and for 10 seconds, they move 66% slower.;0;11;24;6;0;25;2;15;0;0;0;0;0;0;0;
809;Shatterstone;Shatterstone;Target foe is struck for 25..100 cold damage and is hexed with Shatterstone for 3 seconds. When Shatterstone ends, that foe and all nearby foes are struck for 25..100 cold damage.;2;11;24;6;0;10;2;8;0;0;1;0;0;0;0;
1999;Winter's Embrace;Winter's Embrace;For 2..6 seconds, target foe moves 66% slower and takes 5..15 damage while moving.;4;11;24;6;0;10;.75;15;0;0;0;0;0;0;0;
